epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,510.882,1.86116,1.48433,1.14146,0.57508,0.53326,0.56142,0.32982,1.6073,1.36187,1.07331,0.000990365,0.000990365,0.000990365
43,521.469,1.88163,1.53294,1.14795,0.57508,0.53326,0.56142,0.32982,1.6073,1.36187,1.07331,0.000973861,0.000973861,0.000973861
44,536.791,2.01058,1.62874,1.14791,0.613,0.52439,0.57645,0.33009,1.62008,1.35693,1.07552,0.000957358,0.000957358,0.000957358
45,561.04,1.83894,1.58736,1.14535,0.613,0.52439,0.57645,0.33009,1.62008,1.35693,1.07552,0.000940855,0.000940855,0.000940855
46,580.568,2.05623,1.51353,1.15685,0.613,0.52439,0.57645,0.33009,1.62008,1.35693,1.07552,0.000924352,0.000924352,0.000924352
47,599.625,1.82702,1.45866,1.15973,0.58777,0.54435,0.57756,0.32635,1.62834,1.35156,1.07535,0.000907848,0.000907848,0.000907848
48,619.235,1.81014,1.55926,1.16803,0.58777,0.54435,0.57756,0.32635,1.62834,1.35156,1.07535,0.000891345,0.000891345,0.000891345
49,638.895,1.9309,1.52231,1.16703,0.63617,0.53049,0.5944,0.34732,1.59299,1.30624,1.05739,0.000874842,0.000874842,0.000874842
50,658.301,1.95613,1.57955,1.19802,0.63617,0.53049,0.5944,0.34732,1.59299,1.30624,1.05739,0.000858338,0.000858338,0.000858338
51,676.649,1.81528,1.45645,1.14824,0.63617,0.53049,0.5944,0.34732,1.59299,1.30624,1.05739,0.000841835,0.000841835,0.000841835
52,695.877,2.06498,1.59604,1.17318,0.63286,0.54178,0.59854,0.33595,1.66173,1.28359,1.05732,0.000825332,0.000825332,0.000825332
53,714.501,1.81912,1.51699,1.15492,0.63286,0.54178,0.59854,0.33595,1.66173,1.28359,1.05732,0.000808828,0.000808828,0.000808828
54,733.171,1.83315,1.48056,1.14719,0.63286,0.54178,0.59854,0.33595,1.66173,1.28359,1.05732,0.000792325,0.000792325,0.000792325
55,751.45,2.24274,1.60794,1.17106,0.63995,0.54268,0.59887,0.35087,1.59764,1.25937,1.04763,0.000775822,0.000775822,0.000775822
56,768.583,1.72999,1.40524,1.11504,0.63995,0.54268,0.59887,0.35087,1.59764,1.25937,1.04763,0.000759318,0.000759318,0.000759318
57,786.144,1.81525,1.44281,1.10639,0.64071,0.55652,0.61268,0.37293,1.53935,1.24614,1.04454,0.000742815,0.000742815,0.000742815
58,804.274,1.72905,1.33427,1.10961,0.64071,0.55652,0.61268,0.37293,1.53935,1.24614,1.04454,0.000726312,0.000726312,0.000726312
59,823.044,1.70197,1.40364,1.11219,0.64071,0.55652,0.61268,0.37293,1.53935,1.24614,1.04454,0.000709809,0.000709809,0.000709809
60,841.305,1.82214,1.42315,1.10084,0.63224,0.5613,0.61801,0.37632,1.54789,1.25724,1.05226,0.000693305,0.000693305,0.000693305
61,859.51,1.87811,1.48889,1.17508,0.63224,0.5613,0.61801,0.37632,1.54789,1.25724,1.05226,0.000676802,0.000676802,0.000676802
62,879.917,2.13673,1.56543,1.20848,0.63224,0.5613,0.61801,0.37632,1.54789,1.25724,1.05226,0.000660299,0.000660299,0.000660299
63,899.41,1.83543,1.44835,1.11311,0.65442,0.55044,0.61821,0.37694,1.54076,1.25402,1.05051,0.000643795,0.000643795,0.000643795
64,913.824,1.79417,1.4825,1.14395,0.65442,0.55044,0.61821,0.37694,1.54076,1.25402,1.05051,0.000627292,0.000627292,0.000627292
65,924.586,1.71987,1.33489,1.10127,0.65961,0.55543,0.62367,0.38055,1.5241,1.25007,1.03978,0.000610789,0.000610789,0.000610789
66,934.958,1.70951,1.4468,1.16395,0.65961,0.55543,0.62367,0.38055,1.5241,1.25007,1.03978,0.000594286,0.000594286,0.000594286
67,945.146,1.6132,1.29951,1.07983,0.65961,0.55543,0.62367,0.38055,1.5241,1.25007,1.03978,0.000577782,0.000577782,0.000577782
68,955.427,1.96071,1.53441,1.17219,0.66521,0.56375,0.62948,0.37626,1.54676,1.27402,1.04251,0.000561279,0.000561279,0.000561279
69,965.859,1.65684,1.33074,1.0811,0.66521,0.56375,0.62948,0.37626,1.54676,1.27402,1.04251,0.000544776,0.000544776,0.000544776
70,976.033,1.84591,1.44033,1.13901,0.66521,0.56375,0.62948,0.37626,1.54676,1.27402,1.04251,0.000528272,0.000528272,0.000528272
71,986.257,1.8823,1.45117,1.12538,0.686,0.55599,0.63913,0.382,1.54853,1.26787,1.04685,0.000511769,0.000511769,0.000511769
72,996.377,1.76055,1.9148,1.0646,0.686,0.55599,0.63913,0.382,1.54853,1.26787,1.04685,0.000495266,0.000495266,0.000495266
73,1006.43,1.81551,1.74701,1.11724,0.65008,0.57567,0.64005,0.38249,1.53436,1.29012,1.04703,0.000478762,0.000478762,0.000478762
74,1016.74,1.89081,1.38342,1.10498,0.65008,0.57567,0.64005,0.38249,1.53436,1.29012,1.04703,0.000462259,0.000462259,0.000462259
75,1027.34,1.96314,1.53024,1.1802,0.65008,0.57567,0.64005,0.38249,1.53436,1.29012,1.04703,0.000445756,0.000445756,0.000445756
76,1037.57,1.72274,1.36851,1.124,0.65183,0.56248,0.63451,0.38402,1.5018,1.30253,1.04107,0.000429253,0.000429253,0.000429253
77,1047.93,1.72104,1.35417,1.07198,0.65183,0.56248,0.63451,0.38402,1.5018,1.30253,1.04107,0.000412749,0.000412749,0.000412749
78,1058.5,1.79048,1.39402,1.09551,0.65183,0.56248,0.63451,0.38402,1.5018,1.30253,1.04107,0.000396246,0.000396246,0.000396246
79,1068.7,1.75352,1.37007,1.1114,0.66036,0.57151,0.64408,0.39097,1.49202,1.29061,1.03797,0.000379743,0.000379743,0.000379743
80,1080.37,1.79021,1.44848,1.16767,0.66036,0.57151,0.64408,0.39097,1.49202,1.29061,1.03797,0.000363239,0.000363239,0.000363239
81,1090.6,1.88384,1.45661,1.13389,0.68245,0.57428,0.65358,0.39817,1.48761,1.25016,1.0368,0.000346736,0.000346736,0.000346736
82,1100.57,1.80013,1.38279,1.13403,0.68245,0.57428,0.65358,0.39817,1.48761,1.25016,1.0368,0.000330233,0.000330233,0.000330233
83,1110.38,1.74687,1.34147,1.10947,0.68245,0.57428,0.65358,0.39817,1.48761,1.25016,1.0368,0.000313729,0.000313729,0.000313729
84,1120.68,1.82149,1.31593,1.08686,0.69063,0.56922,0.65639,0.40419,1.47584,1.20296,1.03453,0.000297226,0.000297226,0.000297226
85,1131.15,1.98455,2.03689,1.12017,0.69063,0.56922,0.65639,0.40419,1.47584,1.20296,1.03453,0.000280723,0.000280723,0.000280723
86,1141.71,1.73751,1.36755,1.11814,0.69063,0.56922,0.65639,0.40419,1.47584,1.20296,1.03453,0.00026422,0.00026422,0.00026422
87,1152.03,1.67372,1.3396,1.12382,0.70761,0.55931,0.65491,0.40556,1.46209,1.18378,1.0326,0.000247716,0.000247716,0.000247716
88,1163.75,1.80013,1.42823,1.12968,0.70761,0.55931,0.65491,0.40556,1.46209,1.18378,1.0326,0.000231213,0.000231213,0.000231213
89,1174.46,1.77163,1.39333,1.10939,0.7014,0.57262,0.65985,0.41053,1.4584,1.17276,1.03396,0.00021471,0.00021471,0.00021471
90,1189.88,1.71401,1.37305,1.14805,0.7014,0.57262,0.65985,0.41053,1.4584,1.17276,1.03396,0.000198206,0.000198206,0.000198206
91,1197.05,1.61787,1.46512,1.01919,0.7014,0.57262,0.65985,0.41053,1.4584,1.17276,1.03396,0.000181703,0.000181703,0.000181703
92,1203.52,1.57598,1.25706,1.05503,0.69385,0.57428,0.66359,0.41227,1.45104,1.14593,1.0289,0.0001652,0.0001652,0.0001652
93,1209.94,1.63823,1.29894,1.07032,0.69385,0.57428,0.66359,0.41227,1.45104,1.14593,1.0289,0.000148696,0.000148696,0.000148696
94,1216.39,1.58357,1.3229,1.08161,0.69385,0.57428,0.66359,0.41227,1.45104,1.14593,1.0289,0.000132193,0.000132193,0.000132193
95,1222.86,1.76072,1.35168,1.07589,0.69556,0.58132,0.66437,0.41261,1.4486,1.13667,1.02761,0.00011569,0.00011569,0.00011569
96,1229.23,1.75409,1.90548,1.04343,0.69556,0.58132,0.66437,0.41261,1.4486,1.13667,1.02761,9.91865e-05,9.91865e-05,9.91865e-05
97,1235.9,1.7012,1.39505,1.10632,0.70116,0.57373,0.6662,0.41335,1.44788,1.13183,1.02689,8.26832e-05,8.26832e-05,8.26832e-05
98,1242.31,1.86347,1.47645,1.10127,0.70116,0.57373,0.6662,0.41335,1.44788,1.13183,1.02689,6.61799e-05,6.61799e-05,6.61799e-05
99,1248.81,1.69146,1.30458,1.05878,0.70116,0.57373,0.6662,0.41335,1.44788,1.13183,1.02689,4.96766e-05,4.96766e-05,4.96766e-05
100,1255.26,1.56976,1.30342,1.03779,0.6929,0.57428,0.66525,0.41235,1.44703,1.13371,1.02553,3.31733e-05,3.31733e-05,3.31733e-05
